parcelid,logerror,transactiondate,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,bedroomflag,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
14397811,0.0020,"Monday, January 25, 2016",1,,,2.5000,4.0000,true,,,2.5000,,,2808.0000,2808.0000,,,,,06059,2.0000,2.0000,2.0000,618.0000,true,6,33548064.0000,-117684712.0000,6000.0000,,,1,,,122,261,,060590423.154005,25459,1286,,96987,8.0000,,1.0000,,,,,1980.0000,2.0000,,251081.0000,401526.0000,2015.0000,150445.0000,4073.0000,,,60590423154005
14350297,0.0149,"Monday, January 25, 2016",,,,2.5000,4.0000,true,,,2.5000,,,2121.0000,2121.0000,,,,,06059,,2.0000,2.0000,420.0000,,,33742360.0000,-117769552.0000,3465.0000,,,,,,122,261,,060590524.203023,52650,1286,274371,96939,0.0000,,1.0000,,,,,1999.0000,,,253947.0000,734052.0000,2015.0000,480105.0000,8888.4600,,,60590524203023
12176038,1.0180,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1734.0000,1734.0000,,,,,06037,,2.0000,,,,2,34213044.0000,-118163632.0000,6264.0000,,,,,,0100,261,LCR110,060374603.014008,30187,3101,,96265,0.0000,,,,1.0000,,,1953.0000,,,162613.0000,257467.0000,2015.0000,94854.0000,3378.6799,,,60374603014008
12108395,0.3336,"Monday, January 25, 2016",,,,1.0000,1.0000,false,,7.0000,1.0000,,,524.0000,524.0000,,,,,06037,,1.0000,,,,7,34160576.0000,-118136912.0000,3536.0000,,,,,,0100,261,PSR6,060374621.002003,47019,3101,274695,96292,0.0000,,,,1.0000,,,1938.0000,,,42000.0000,210007.0000,2015.0000,168007.0000,2987.6101,,,60374621002003
14667286,-0.0294,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,,2.0000,,,938.0000,938.0000,,,,,06059,,2.0000,1.0000,0.0000,,,33785500.0000,-117761000.0000,,,,,,,34,266,,060590756.054006,33252,1286,,97067,0.0000,,,,,,,1990.0000,,,100549.0000,371000.0000,2015.0000,270451.0000,4589.7002,,,60590756054006
12633660,0.0257,"Monday, January 25, 2016",,,,2.0000,1.0000,false,,7.0000,2.0000,,,2743.0000,2743.0000,,,,,06037,,2.0000,,,,2,33785944.0000,-118250896.0000,7683.0000,,,,,,0100,261,LAR1,060372946.203005,12447,3101,48516,96228,0.0000,,,,1.0000,,,1960.0000,,,79950.0000,389090.0000,2015.0000,309140.0000,5254.3701,,,60372946203005
12737187,-0.0429,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,4.0000,2.0000,,,1183.0000,1183.0000,,,,,06037,,2.0000,,,,2,33916028.0000,-117997728.0000,2251.0000,1.0000,,,,1,010D,269,LMUD,060375036.022000,5465,3101,,96190,0.0000,,,,1.0000,,,1974.0000,,,150389.0000,308303.0000,2015.0000,157914.0000,3970.4700,,,60375036022000
12006091,0.5122,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,1088.0000,1088.0000,,,,,06037,,1.0000,,,,7,34090312.0000,-118313384.0000,5090.0000,,,,,,0100,261,LAC2,060371917.202002,12447,3101,32059,96019,0.0000,,,,1.0000,,,1920.0000,,,101787.0000,423230.0000,2015.0000,321443.0000,5282.0498,,,60371917202002
14500016,0.0334,"Monday, January 25, 2016",,,,2.5000,3.0000,false,,,2.5000,,,1877.0000,1877.0000,,,,,06059,,2.0000,2.0000,440.0000,,,33655584.0000,-117640112.0000,4500.0000,1.0000,,,,1,122,261,,060590320.481000,12773,1286,,96996,0.0000,,1.0000,,,,,1987.0000,,,180577.0000,597708.0000,2015.0000,417131.0000,6199.1602,,,60590320481000
14146530,0.0459,"Monday, January 25, 2016",,,,2.0000,4.0000,true,,,2.0000,,,3322.0000,3322.0000,,,,,06059,,2.0000,5.0000,1260.0000,true,,33904188.0000,-117921552.0000,18808.0000,1.0000,,,1,,122,261,,060590016.013000,24812,1286,,97043,8.0000,,,,,,,1964.0000,1.0000,,256737.0000,836442.0000,2015.0000,579705.0000,9545.3398,,,60590016013000
11948137,0.0000,"Monday, January 25, 2016",,,,4.0000,5.0000,true,,7.0000,4.0000,,,3325.0000,,,3325.0000,,,06037,,4.0000,,,,,34109020.0000,-118273280.0000,8959.0000,,,,,,0400,248,LARD1.5,060371952.011003,12447,3101,274359,96008,0.0000,,,,4.0000,,,1937.0000,,,64873.0000,138772.0000,2015.0000,73899.0000,2031.0400,,,60371952011003
12871909,-0.0377,"Monday, January 25, 2016",,,,2.0000,4.0000,true,,7.0000,2.0000,,,1211.0000,1211.0000,,,,,06037,,2.0000,,,,2,34078736.0000,-117732256.0000,6676.0000,1.0000,,,,1,0101,261,POR17200,060374027.032009,20008,3101,,96507,0.0000,,,,1.0000,,,1954.0000,,,161532.0000,204061.0000,2015.0000,42529.0000,2720.2200,,,60374027032009
13976237,0.0344,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,,2.0000,,,1244.0000,1244.0000,,,,,06059,,2.0000,2.0000,462.0000,,,33706056.0000,-118022048.0000,6100.0000,,,,,,122,261,,060590994.042006,25218,1286,,96965,5.0000,,,,,,,1965.0000,1.0000,,70683.0000,184298.0000,2015.0000,113615.0000,2357.2800,,,60590994042006
11690233,-0.0060,"Monday, January 25, 2016",,,,3.0000,5.0000,true,,4.0000,3.0000,,,2913.0000,2913.0000,,,,,06037,,3.0000,,,,7,34042664.0000,-118887656.0000,23674.0000,,,,,,0100,261,LCR120000,060378004.063004,12520,3101,,96116,0.0000,,,,1.0000,,,1960.0000,,,108507.0000,185189.0000,2015.0000,76682.0000,2827.2000,,,60378004063004
11314497,0.0526,"Monday, January 25, 2016",,,,2.0000,4.0000,true,,7.0000,2.0000,,,1204.0000,1204.0000,,,,,06037,,2.0000,,,,2,34708432.0000,-118123416.0000,6497.0000,,,,,,0100,261,LRRA6500,060379006.022018,5534,3101,,97318,0.0000,,,,1.0000,,,1956.0000,,,108117.0000,135146.0000,2015.0000,27029.0000,2403.8401,,,60379006022018
11846102,0.0516,"Monday, January 25, 2016",1,,,1.0000,2.0000,false,,7.0000,1.0000,,,1425.0000,1425.0000,,,,,06037,,1.0000,,,,2,34055124.0000,-118107232.0000,5118.0000,,,,,,0100,261,MPR1YY,060374826.001001,54212,3101,,96497,0.0000,,,,1.0000,,,1963.0000,,,93369.0000,424606.0000,2015.0000,331237.0000,5671.9902,,,60374826001001
14637201,0.0020,"Monday, January 25, 2016",,,,2.5000,3.0000,false,,,2.5000,,,1685.0000,1685.0000,,,,,06059,,2.0000,2.0000,0.0000,,,33703584.0000,-117739304.0000,,,,,,,1,266,,060590524.262052,52650,1286,403197,96954,0.0000,,1.0000,,,,,2011.0000,,,251796.0000,606118.0000,2015.0000,354322.0000,9583.5596,,,60590524183032
11408300,-0.0141,"Monday, January 25, 2016",,,,3.0000,3.0000,false,,4.0000,3.0000,,,1878.0000,1878.0000,,,,,06037,,3.0000,,,,7,33959500.0000,-118334000.0000,1746.0000,,,,,,010C,266,INR1,060376007.031018,45888,3101,,96137,0.0000,,,,1.0000,,,1964.0000,,,154844.0000,217852.0000,2015.0000,63008.0000,3013.1899,,,60376007031018
14123289,0.0583,"Monday, January 25, 2016",13,,,2.5000,4.0000,true,,,2.5000,,,1900.0000,1900.0000,,,,,06059,,2.0000,2.0000,520.0000,,,33858228.0000,-118041592.0000,5700.0000,,,,,,122,261,,060591101.151033,15237,1286,,96183,8.0000,,1.0000,,,,,1969.0000,2.0000,,120390.0000,413002.0000,2015.0000,292612.0000,4940.7002,,,60591101151033
14094913,0.0050,"Monday, January 25, 2016",,,,2.0000,4.0000,true,,,2.0000,,,1601.0000,1601.0000,,,,,06059,,2.0000,2.0000,476.0000,,,33778864.0000,-118042496.0000,5252.0000,,,,,,122,261,,060591100.123004,54352,1286,,96225,7.0000,,,,,,,1967.0000,1.0000,,50485.0000,78753.0000,2015.0000,28268.0000,1412.0601,,,60591100123004
14693603,-0.1120,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,,1.0000,,,1008.0000,1008.0000,,,,,06059,,1.0000,1.0000,0.0000,,,33889560.0000,-117845904.0000,,,,,,,34,266,,060590117.182021,26531,1286,,97068,0.0000,,,,,,,1978.0000,,,81369.0000,253175.0000,2015.0000,171806.0000,3136.0000,,,60590117182021
12871965,0.0497,"Monday, January 25, 2016",,,,1.0000,3.0000,false,,7.0000,1.0000,,,1096.0000,1096.0000,,,,,06037,,1.0000,,,,7,34078784.0000,-117735504.0000,7222.0000,,,,,,0100,261,POR172,060374027.032006,20008,3101,,96507,0.0000,,,,1.0000,,,1952.0000,,,46290.0000,178015.0000,2015.0000,131725.0000,3031.7100,,,60374027032006
11261372,-0.1043,"Monday, January 25, 2016",1,,,2.0000,3.0000,false,,7.0000,2.0000,,,1740.0000,1740.0000,,,,,06037,,2.0000,,,,2,34655256.0000,-118225680.0000,17208.0000,,,,,,0100,261,LCR17500,060379011.012014,5534,3101,,97319,0.0000,,,,1.0000,,,1988.0000,,,118070.0000,136927.0000,2015.0000,18857.0000,3751.8401,,,60379011012014
10848413,0.0247,"Monday, January 25, 2016",1,,,2.0000,4.0000,true,,7.0000,2.0000,,,1472.0000,1472.0000,,,,,06037,,2.0000,,,,2,34170928.0000,-118452832.0000,6801.0000,,,,,,0100,261,LAR1,060371288.021006,12447,3101,27080,96420,0.0000,,,,1.0000,,,1947.0000,,,156000.0000,604000.0000,2015.0000,448000.0000,7348.4102,,,60371288021006
10762341,0.0573,"Monday, January 25, 2016",1,,,2.0000,4.0000,true,,7.0000,2.0000,,,1360.0000,1360.0000,,,,,06037,,2.0000,,,,2,34220064.0000,-118530200.0000,6286.0000,,,,,,0100,261,LAR1,060371314.001000,12447,3101,40548,96364,0.0000,,,,1.0000,,,1955.0000,,,88301.0000,222390.0000,2015.0000,134089.0000,2830.8201,,,60371314001000
11345045,-0.0294,"Monday, January 25, 2016",1,,,2.0000,3.0000,false,,4.0000,2.0000,,,1375.0000,1375.0000,,,,,06037,,2.0000,,,,2,34468952.0000,-118528296.0000,10237.0000,,,,,,0100,261,SCUR2,060379200.152020,54311,3101,6952,96403,0.0000,,,,1.0000,,,1988.0000,,,257766.0000,472570.0000,2015.0000,214804.0000,7102.9399,,,60379200152020
12981594,-0.0040,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1546.0000,1546.0000,,,,,06037,,2.0000,,,,7,34091852.0000,-117979488.0000,7984.0000,,,,,,0100,261,BPR1,060374049.021002,10241,3101,,96465,0.0000,,,,1.0000,,,1947.0000,,,89651.0000,149408.0000,2015.0000,59757.0000,5160.7500,,,60374049021002
12132419,-0.1009,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,849.0000,849.0000,,,,,06037,,1.0000,,,,2,34166572.0000,-118056128.0000,4845.0000,,,,,,0100,261,SRR1YY,060374305.024001,47695,3101,,96278,0.0000,,,,1.0000,,,1941.0000,,,17720.0000,32590.0000,2015.0000,14870.0000,603.2300,,,60374305024001
11714129,0.1823,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,937.0000,937.0000,,,,,06037,,1.0000,,,,7,34011400.0000,-118344000.0000,46231.0000,,,,,,010E,266,LAR3,060372361.003001,12447,3101,268097,95989,0.0000,,,,1.0000,,,1948.0000,,,19149.0000,31163.0000,2015.0000,12014.0000,409.6800,,,60372361003001
11119438,-0.0030,"Monday, January 25, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,2390.0000,2390.0000,,,,,06037,,3.0000,,,true,2,34440312.0000,-118550392.0000,4646.0000,,,1,,,010D,269,SCUR1,060379201.141000,54311,3101,48200,96377,0.0000,,,,1.0000,,,1993.0000,,,226503.0000,442164.0000,2015.0000,215661.0000,6762.9199,,,60379201141000
10834653,-0.0513,"Monday, January 25, 2016",1,,,1.0000,2.0000,false,,7.0000,1.0000,,,1301.0000,1301.0000,,,,,06037,,1.0000,,,,2,34203572.0000,-118514632.0000,6080.0000,,,,,,0100,261,LAR1,060371319.003006,12447,3101,32368,96415,0.0000,,,,1.0000,,,1950.0000,,,129325.0000,353583.0000,2015.0000,224258.0000,4393.7598,,,60371319003006
10906752,-0.0060,"Monday, January 25, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,1850.0000,1850.0000,,,,,06037,,3.0000,,,,2,34155200.0000,-118413000.0000,,,,,,,010C,266,LAR3,060371434.002005,12447,3101,47880,96449,0.0000,,,,1.0000,,,2009.0000,,,244770.0000,547753.0000,2015.0000,302983.0000,6777.6802,,,60371434002005
11516546,-0.0758,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,982.0000,982.0000,,,,,06037,,1.0000,,,,7,33998088.0000,-118388640.0000,4997.0000,,,,,,0100,261,CCR1YY,060377026.001010,51617,3101,,96095,0.0000,,,,1.0000,,,1948.0000,,,159218.0000,796093.0000,2015.0000,636875.0000,9823.8496,,,60377026001010
12212488,0.0208,"Monday, January 25, 2016",,,,3.0000,7.0000,true,,7.0000,3.0000,,,2434.0000,,,2434.0000,,,06037,,3.0000,,,,,33958040.0000,-118263624.0000,5336.0000,,,,,,0300,247,LAR2,060372400.102004,12447,3101,268496,95983,0.0000,,,,3.0000,,,1926.0000,,,169060.0000,322751.0000,2015.0000,153691.0000,4485.8301,,,60372400102004
11658008,0.0257,"Monday, January 25, 2016",1,,,3.0000,2.0000,false,,1.0000,3.0000,,,3130.0000,3130.0000,,,,,06037,,3.0000,,,,2,34057400.0000,-118466000.0000,12305.0000,,,,,,010C,266,LAR3,060372641.031000,12447,3101,113910,96030,0.0000,,,,1.0000,,,2001.0000,,,267869.0000,1125056.0000,2015.0000,857187.0000,13797.7598,,,60372641031000
14626756,0.0178,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,,2.0000,,,1346.0000,1346.0000,,,,,06059,,2.0000,1.0000,0.0000,,,33550056.0000,-117633856.0000,,,,,,,1,266,,060590320.595011,52835,1286,,96998,0.0000,,,,,,,2002.0000,,,187384.0000,391672.0000,2015.0000,204288.0000,5572.4199,,,60590320595011
12551851,0.0917,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,7.0000,2.0000,,,728.0000,728.0000,,,,,06037,,2.0000,,,,2,33784400.0000,-118191000.0000,22037.0000,,,,,,010C,266,LBPD29,060375754.022001,46298,3101,416313,96245,0.0000,,,,1.0000,,,1990.0000,,,100329.0000,125411.0000,2015.0000,25082.0000,1646.1100,,,60375754022001
11502477,0.0935,"Monday, January 25, 2016",,,,5.0000,3.0000,false,,4.0000,5.0000,,,2329.0000,2329.0000,,,,,06037,,5.0000,,,true,2,33891584.0000,-118407672.0000,4270.0000,,,1,,,0104,261,MNRS,060376203.034002,19177,3101,,96117,0.0000,,,,1.0000,,,1951.0000,,,355496.0000,1187005.0000,2015.0000,831509.0000,13507.8301,,,60376203034002
12959191,0.0431,"Monday, January 25, 2016",,,,1.0000,3.0000,false,,7.0000,1.0000,,,1112.0000,1112.0000,,,,,06037,,1.0000,,,,7,34144676.0000,-118014392.0000,6745.0000,,,,,,0100,261,MORH,060374309.013000,32923,3101,,96273,0.0000,,,,1.0000,,,1947.0000,,,85507.0000,252630.0000,2015.0000,167123.0000,3625.2100,,,60374309013000
14041767,0.0497,"Monday, January 25, 2016",,,,2.5000,4.0000,true,,,2.5000,,,2178.0000,2178.0000,,,,,06059,,2.0000,2.0000,585.0000,,,33726352.0000,-118014208.0000,6100.0000,1.0000,,,,1,122,261,,060590994.061011,25218,1286,,96965,7.0000,,1.0000,,,,,1964.0000,1.0000,,134198.0000,695709.0000,2015.0000,561511.0000,7939.2598,,,60590994061011
14199190,0.5400,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,,2.0000,,,1152.0000,1152.0000,,,,,06059,,2.0000,2.0000,461.0000,,,33880992.0000,-117752256.0000,4500.0000,,,,,,122,261,,060590218.252021,21412,1286,,97079,6.0000,,,,,,,1983.0000,1.0000,,87737.0000,223592.0000,2015.0000,135855.0000,2615.7400,,,60590218252021
10821194,-0.0998,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1184.0000,1184.0000,,,,,06037,,2.0000,,,,2,34217696.0000,-118502104.0000,6027.0000,1.0000,,,,1,0101,261,LAR1,060371311.001007,12447,3101,32368,96415,0.0000,,,,1.0000,,,1952.0000,,,100502.0000,310725.0000,2015.0000,210223.0000,3890.4099,,,60371311001007
11108409,0.0119,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,7.0000,2.0000,,,1298.0000,1298.0000,,,,,06037,,2.0000,,,,2,34440468.0000,-118530160.0000,21047.0000,,,,,,0100,261,SCUR2,060379200.172000,54311,3101,6952,96373,0.0000,,,,1.0000,,,1953.0000,,,142627.0000,335091.0000,2015.0000,192464.0000,4786.4902,,,60379200172000
11099562,0.3443,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,2173.0000,2173.0000,,,,,06037,,2.0000,,,,7,34221484.0000,-118555144.0000,9462.0000,,,,,,0100,261,LARA,060371134.011016,12447,3101,33183,96354,0.0000,,,,1.0000,,,1947.0000,,,174000.0000,495000.0000,2015.0000,321000.0000,7039.5200,,,60371134011016
14686431,0.0602,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,,2.0000,,,920.0000,920.0000,,,,,06059,,2.0000,,,,,33868800.0000,-117981000.0000,,,,,,,34,266,,060590018.011009,24812,1286,,97041,0.0000,,,,,,,1990.0000,,,91979.0000,309000.0000,2015.0000,217021.0000,3002.3601,,,60590018011009
11120649,0.0751,"Monday, January 25, 2016",1,,,2.0000,2.0000,false,,4.0000,2.0000,,,1046.0000,1046.0000,,,,,06037,,2.0000,,,,2,34429140.0000,-118559304.0000,66260.0000,,,,,,010C,266,SCSP,060379201.141029,54311,3101,48200,96378,0.0000,,,,1.0000,,,2002.0000,,,180331.0000,225413.0000,2015.0000,45082.0000,3513.2200,,,60379201141029
11346445,-0.0182,"Monday, January 25, 2016",1,,,3.0000,5.0000,true,,4.0000,3.0000,,,2399.0000,2399.0000,,,,,06037,,3.0000,,,,2,34473496.0000,-118521216.0000,64301.0000,1.0000,,,,1,0101,261,SCUR1,060379200.152002,,3101,,96403,0.0000,,,,1.0000,,,2001.0000,,,264849.0000,415169.0000,2015.0000,150320.0000,5965.7100,,,60379200152002
12045047,0.0363,"Monday, January 25, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,2032.0000,2032.0000,,,,,06037,,3.0000,,,true,2,34218000.0000,-118242000.0000,65152.0000,,,1,,,010C,266,GLR3R,060373006.003001,45457,3101,274582,96330,0.0000,,,,1.0000,,,1988.0000,,,193967.0000,451088.0000,2015.0000,257121.0000,4994.5098,,,60373006003001
13937251,0.2799,"Monday, January 25, 2016",,,,2.0000,4.0000,true,,,2.0000,,,1344.0000,1344.0000,,,,,06059,,2.0000,2.0000,460.0000,,,33796048.0000,-117805568.0000,9100.0000,,,,,,122,261,,060590219.133003,33252,1286,,97067,7.0000,,,,,,,1961.0000,1.0000,,29524.0000,51456.0000,2015.0000,21932.0000,4686.3599,,,60590219133003
11349196,0.0257,"Monday, January 25, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,1798.0000,1798.0000,,,,,06037,,3.0000,,,,2,34472180.0000,-118552344.0000,80075.0000,,,,,,010D,269,LCA22,060379201.021010,,3101,,96377,0.0000,,,,1.0000,,,2005.0000,,,233000.0000,387000.0000,2015.0000,154000.0000,9735.0303,,,60379201021010
11519815,0.0286,"Monday, January 25, 2016",,,,3.0000,2.0000,false,,10.0000,3.0000,,,1910.0000,1910.0000,,,,,06037,,3.0000,,,,2,34019440.0000,-118395016.0000,6754.0000,,,,,,010C,266,CCR4,060377025.011008,51617,3101,,96097,0.0000,,,,1.0000,,,2004.0000,,,347939.0000,868689.0000,2015.0000,520750.0000,10162.9102,,,60377025011008
11712644,-0.1779,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1388.0000,1388.0000,,,,,06037,,2.0000,,,,7,34016296.0000,-118355256.0000,8785.0000,1.0000,,,,1,0101,261,LAR1,060372360.001005,12447,3101,268097,95989,0.0000,,,,1.0000,,,1947.0000,,,43868.0000,75461.0000,2015.0000,31593.0000,5829.6299,,,60372360001005
11097236,0.0129,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,4.0000,2.0000,,,1392.0000,1392.0000,,,,,06037,,2.0000,,,,2,34227560.0000,-118581200.0000,7534.0000,,,,,,0100,261,LARS,060371134.223005,12447,3101,27987,96341,0.0000,,,,1.0000,,,1956.0000,,,50364.0000,68084.0000,2015.0000,17720.0000,970.4100,,,60371134223005
12647189,0.0050,"Monday, January 25, 2016",,,,3.0000,3.0000,false,,7.0000,3.0000,,,1862.0000,1862.0000,,,,,06037,,3.0000,,,,2,33739040.0000,-118296872.0000,3379.0000,,,,,,0100,261,LCR2,060376099.001010,12447,3101,54300,96221,0.0000,,,,1.0000,,,1976.0000,,,154600.0000,580000.0000,2015.0000,425400.0000,7043.2402,,,60376099001010
14461526,0.0159,"Monday, January 25, 2016",,,,5.5000,5.0000,true,,,5.5000,,,5648.0000,5648.0000,,,,,06059,,5.0000,3.0000,850.0000,true,,33566464.0000,-117597840.0000,14853.0000,1.0000,,,1,,122,261,,060590320.464009,17597,1286,,96989,0.0000,,1.0000,,,,,2001.0000,,,1263962.0000,1868000.0000,2015.0000,604038.0000,19464.2207,,,60590320464009
12553922,-0.0888,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,7.0000,2.0000,,,865.0000,865.0000,,,,,06037,,2.0000,,,true,2,33774400.0000,-118197000.0000,22574.0000,,,1,,,010C,266,LBR4N,060375759.023004,46298,3101,273486,96236,0.0000,,,,1.0000,,,1988.0000,,,59432.0000,85267.0000,2015.0000,25835.0000,1101.6100,,,60375759023004
12133151,-0.0182,"Monday, January 25, 2016",,,,3.0000,3.0000,false,,7.0000,3.0000,,,2702.0000,2702.0000,,,,,06037,,3.0000,,,,7,34157684.0000,-118066064.0000,11444.0000,,,,,,0100,261,SRR1,060374305.026014,47695,3101,,96278,0.0000,,,,1.0000,,,1928.0000,,,136947.0000,160997.0000,2015.0000,24050.0000,12125.8203,,,60374305026014
12715066,0.1536,"Monday, January 25, 2016",,,,2.0000,2.0000,false,,4.0000,2.0000,,,1213.0000,1213.0000,,,,,06037,,2.0000,,,,2,33777300.0000,-118381000.0000,36701.0000,1.0000,,,,1,010C,266,RPRM2000,060376704.071001,54053,3101,,96122,0.0000,,,,1.0000,,,1964.0000,,,249500.0000,395000.0000,2015.0000,145500.0000,4995.8101,,,60376704071001
13919593,0.0344,"Monday, January 25, 2016",,,,2.0000,3.0000,false,,,2.0000,,,1434.0000,1434.0000,,,,,06059,,2.0000,2.0000,465.0000,,,33819488.0000,-117996952.0000,8880.0000,,,,,,122,261,,060590869.023009,16764,1286,118872,97023,7.0000,,,,,,,1962.0000,1.0000,,39027.0000,64346.0000,2015.0000,25319.0000,1085.2600,,,60590869023009
11963942,0.0276,"Monday, January 25, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,2272.0000,2272.0000,,,,,06037,,3.0000,,,true,2,34106204.0000,-118222232.0000,6370.0000,,,1,,,0104,261,LAR1,060371852.041000,12447,3101,116774,96046,0.0000,,,,1.0000,,,1964.0000,,,137253.0000,436981.0000,2015.0000,299728.0000,5529.0698,,,60371852041000
11724867,0.1053,"Monday, January 25, 2016",,,,1.0000,4.0000,true,,7.0000,1.0000,,,1570.0000,1570.0000,,,,,06037,,1.0000,,,,7,34024544.0000,-118357600.0000,6601.0000,,,,,,0100,261,LAR1,060372201.002004,12447,3101,268581,95997,0.0000,,,,1.0000,,,1941.0000,,,113500.0000,592800.0000,2015.0000,479300.0000,7275.3999,,,60372201002004
14666040,0.0611,"Monday, January 25, 2016",1,,,2.0000,2.0000,false,,,2.0000,,,1074.0000,1074.0000,,,,,06059,,2.0000,1.0000,0.0000,,24,33834512.0000,-117931968.0000,,,,,,,34,266,,060590872.001004,16764,1286,275695,97020,5.0000,,,,,,,1973.0000,1.0000,,84679.0000,167111.0000,2015.0000,82432.0000,2239.6399,,,60590872001004
14410007,0.0459,"Monday, January 25, 2016",,,,4.5000,4.0000,true,,,4.5000,,,5787.0000,5787.0000,,,,,06059,,4.0000,3.0000,848.0000,true,,33508736.0000,-117653288.0000,10031.0000,1.0000,,,1,,1,261,,060590423.122004,33840,1286,,96985,0.0000,,1.0000,,,,,2005.0000,,,1388143.0000,2222153.0000,2015.0000,834010.0000,27906.2793,,,60590423122004
14166615,0.0257,"Monday, January 25, 2016",,,,2.5000,3.0000,false,,,2.5000,,,1803.0000,1803.0000,,,,,06059,,2.0000,2.0000,462.0000,,,33885736.0000,-117728368.0000,6800.0000,,,,,,122,261,,060590218.271004,21412,1286,,97079,0.0000,,1.0000,,,,,1988.0000,,,164607.0000,354902.0000,2015.0000,190295.0000,4630.2798,,,60590218271004
14043992,-0.0050,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,,1.0000,,,924.0000,924.0000,,,,,06059,1.0000,1.0000,2.0000,400.0000,,,33653516.0000,-117984448.0000,1980.0000,,,,,,122,261,,060590992.201010,25218,1286,,96964,5.0000,,,,,,,1964.0000,1.0000,,60645.0000,322207.0000,2015.0000,261562.0000,3905.3401,,,60590992201010
11512465,-0.3106,"Monday, January 25, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,1016.0000,1016.0000,,,,,06037,,1.0000,,,,7,33867756.0000,-118389192.0000,7354.0000,,,,,,0100,261,HBR2YY,060376210.012000,29712,3101,,96109,0.0000,,,,1.0000,,,1948.0000,,,16904.0000,84812.0000,2015.0000,67908.0000,1227.7400,,,60376210012000
12456372,0.1964,"Monday, January 25, 2016",1,,,1.0000,2.0000,false,,7.0000,1.0000,,,887.0000,887.0000,,,,,06037,,1.0000,,,,2,33850540.0000,-118170896.0000,6598.0000,,,,,,0100,261,LBR1N,060375715.031009,46298,3101,272968,96241,0.0000,,,,1.0000,,,1942.0000,,,79000.0000,396000.0000,2015.0000,317000.0000,4827.4902,,,60375715031009
11082051,-0.0212,"Monday, January 25, 2016",1,,,1.0000,1.0000,false,,4.0000,1.0000,,,697.0000,697.0000,,,,,06037,,1.0000,,,,2,34258200.0000,-118528000.0000,197115.0000,1.0000,,,,1,010C,266,LAR3,060371113.012000,12447,3101,33183,96356,0.0000,,,,1.0000,,,1972.0000,,,94058.0000,134816.0000,2015.0000,40758.0000,1722.4200,,,60371113012000
